year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,prediction
2013,68000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,150.0,5.0,1750,Chevrolet,87717.24301695137
2010,70000,LPG,Individual,Manual,Third Owner,13.45,1086.0,62.1,96.1,5.0,3000,Hyundai,199235.4461931415
2017,71000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,5.0,2000,Maruti,583720.7657658276
2020,2000,Petrol,Dealer,Manual,First Owner,20.7,1197.0,81.86,113.75,5.0,4000,Hyundai,713952.7358745391
2016,110000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,200.0,5.0,17503000,Tata,468592.16562171094
2019,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,1033907.6525524318
2018,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,816862.306164345
2009,160000,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,114.0,5.0,4000,Maruti,116201.8038952155
2011,221889,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,259.8,5.0,19002750,Hyundai,232236.72117230936
2017,15000,Petrol,Individual,Automatic,First Owner,17.01,1591.0,121.3,154.9,5.0,4200,Hyundai,921215.5056672997
2011,116500,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4,5.0,,Hyundai,231500.4480156136
2019,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,96.0,7.0,3500,Renault,767959.1173393325
2017,25000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75,5.0,4000,Hyundai,537152.7118267289
2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,673555.0246944439
2011,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,22.4,5.0,,Hyundai,215942.05655307462
2014,48000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500,Maruti,257032.780539462
2017,5000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,115.0,6.0,35003600,Mahindra,393085.7731890888
2006,270000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,20.4,8.0,14003400,Toyota,554802.4150453991
2009,95000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,90.0,5.0,3500,Maruti,87867.16505759349
2017,60000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,190.24,5.0,17502250,Hyundai,589943.1049710196
2012,40000,Petrol,Individual,Manual,Second Owner,25.4,624.0,38.0,51.0,4.0,4000500,Tata,-229558.61190528492
2014,70000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,85.0,5.0,3000,Maruti,239533.6769676262
2013,80000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,200.0,5.0,1900,Renault,325148.9320648907
2019,9000,Petrol,Dealer,Automatic,First Owner,21.63,998.0,67.04,90.0,5.0,3500,Maruti,832057.7329286091
2014,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7,5.0,15002750,Hyundai,466711.1833218015
2014,97000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200.0,5.0,1750,Honda,497817.09660512314
2016,100000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190.0,6.0,17502250,Mahindra,412684.76625695726
2015,25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,140.0,5.0,4400,Ford,591516.531084205
2014,95000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,280.0,8.0,24002800,Mahindra,553427.7155751097
2018,58511,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,871012.3570455109
2013,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500,Maruti,219756.16977929568
2012,110000,Diesel,Individual,Manual,Third Owner,19.01,1461.0,108.45,248.0,5.0,2250,Renault,415486.40478268726
2016,72000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180.0,9.0,14401500,Mahindra,598885.4833982385
2004,120000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,66700.98120462405
2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,673555.0246944439
2009,300000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,260.0,7.0,,Mahindra,233998.22029762552
2015,40000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,14002200,Mahindra,470445.83386073465
2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320.0,7.0,15003000,Tata,776538.0498397911
2012,90000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4,5.0,,Hyundai,305768.56826465245
2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200,Maruti,451140.57989003335
2015,80000,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,259.9,5.0,19002750,Hyundai,826102.3356173935
2010,110000,Petrol,Individual,Automatic,Third Owner,16.95,1197.0,78.9,111.8,5.0,4000,Hyundai,176882.8864875551
2016,40000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,219.66,5.0,15002750,Hyundai,681690.157814423
2014,35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500,Maruti,289565.6535134772
2012,120000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,108.0,5.0,4400,Chevrolet,109748.41899004893
2013,69000,Diesel,Dealer,Manual,First Owner,18.6,1388.0,67.0,160.0,5.0,2000,Ford,331622.98172662256
2011,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4,7.0,14003400,Toyota,631121.028998055
2009,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000,Maruti,120306.73268737155
2012,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248.0,88.8,200.0,5.0,1750,Maruti,370705.88236306456
2011,110000,Diesel,Individual,Manual,Third Owner,23.08,1461.0,63.1,160.0,5.0,2000,Nissan,201297.8137063363
2017,13000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000,Hyundai,550883.7659193277
2012,128000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,19002750,Hyundai,477299.05348311
2018,30000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500,Maruti,387078.06251087505
2018,59736,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,16002800,Mahindra,923966.4358165783
2009,120000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,24.0,5.0,1.9002.750,Hyundai,218235.23518094118
2020,15000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,69.0,5.0,3500,Maruti,442919.28444285283
2015,60000,Diesel,Dealer,Manual,First Owner,25.47,1248.0,88.5,200.0,7.0,1750,Maruti,695343.5041007303
2011,90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000,Ford,200797.62275485916
2012,145000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,200.0,8.0,14003400,Toyota,697544.012802457
2018,120000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000,Hyundai,592457.5477066026
2012,74000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,180.0,5.0,2000,Volkswagen,203120.88766789914
2011,69000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250.0,5.0,15002500,Volkswagen,368642.61029882194
2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430.0,5.0,17502500,Jaguar,2803572.0808945936
2018,82000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200.0,5.0,1750,Maruti,740458.8648812762
2016,50000,Diesel,Individual,Automatic,First Owner,17.45,1493.0,100.0,240.0,7.0,16002800,Mahindra,771709.857222436
2018,18000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,250.0,5.0,15003000,Volkswagen,981149.3454958508
2013,24019,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,5.0,2000,Maruti,364088.2015390091
2012,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,20.4,7.0,14003400,Toyota,695943.6474392262
2013,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000,Hyundai,197266.0381706924
2011,167000,Petrol,Individual,Manual,First Owner,,,,,,,Toyota,413283.3008403412
2011,265000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,180.0,5.0,2000,Skoda,252167.2683916348
2018,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995.0,184.0,380.0,5.0,17502750,BMW,3982572.7719124113
2011,50000,Diesel,Individual,Automatic,First Owner,17.05,1995.0,184.0,380.0,5.0,17502750,BMW,3337654.499282824
2015,80000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,135.0,5.0,2500,Tata,301498.97550718463
2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200,Maruti,859933.3753229978
2013,120000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,135.0,5.0,2500,Tata,185798.18609609746
2014,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000,Maruti,440884.1232292192
2012,30000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,99.04,5.0,4500,Hyundai,202507.94909082016
2018,90000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,150.0,5.0,4500,Ford,720245.4381550298
2016,35000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,140.0,5.0,18003000,Tata,283609.91182370763
2014,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248.0,5.0,2250,Renault,609585.8299167759
2017,76139,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,17503250,Ford,699386.3674548758
2011,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90.0,5.0,3500,Maruti,96529.78351680702
2013,95000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,200.0,7.0,14003400,Toyota,779432.53335066
2012,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956.0,83.8,250.0,7.0,10002000,Tata,421097.69196694356
2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24,5.0,17502250,Hyundai,652947.4940121691
2006,170000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,180.0,7.0,,Mahindra,496336.0814695302
2016,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500,Maruti,389776.47742439073
2018,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,117.0,5.0,4000,Hyundai,718308.2008418563
2016,140000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.3,145.0,7.0,4600,Honda,530467.0570921437
2018,15000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,200.0,5.0,1750,Honda,914202.3754792095
2015,45000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73,5.0,4000,Hyundai,432460.83816274634
2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396.0,90.0,22.4,5.0,,Hyundai,131902.17267699132
2010,65000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,100.0,5.0,2700,Tata,-21512.423242183053
2014,80000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7,5.0,15002750,Hyundai,459099.5305856346
2015,90000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,200.0,5.0,1750,Maruti,556678.6135621329
2005,140000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,103265.96414616588
2015,50000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,19002750,Hyundai,949905.1213240249
2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213.0,5.0,4500,Toyota,1446701.0537135203
2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110.0,5.0,4800,Honda,513996.35887639556
2008,80000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,8.5,5.0,2.500,Tata,7351.469195568934
2011,80000,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,48.0,4.0,3000,Tata,-182522.40612544725
2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396.0,52.8,85.0,5.0,2500,Tata,34064.011904646875
2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113.0,5.0,4200,Maruti,698664.0469824245
2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400.0,5.0,17502500,BMW,4437400.063354107
2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430.0,5.0,17502500,Jaguar,2803572.0808945936
2017,45000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400.0,7.0,17502500,Tata,1346300.1469438428
2013,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,5.0,3500,Maruti,123073.70001421659
2012,158500,Diesel,Individual,Manual,Third Owner,,,,,,,Toyota,562188.2003908389
2013,56000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000,Maruti,362845.1132750066
2016,50000,Petrol,Individual,Manual,First Owner,19.44,1198.0,67.0,104.0,7.0,4000,Datsun,301309.8889727
2017,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000,Maruti,586252.075325669
2006,50000,Petrol,Individual,Manual,Third Owner,14.0,1061.0,64.0,8.6,5.0,3.500,Maruti,117303.9656051721
2015,35000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,115.0,5.0,4000,Maruti,422786.0563903792
2010,120000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0,,Tata,118542.27284747269
2014,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,343.0,7.0,14003400,Toyota,1191405.4809284217
2009,150000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180.0,7.0,,Mahindra,387866.0869427892
2019,60000,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,280.0,7.0,18002800,Mahindra,1219197.4885229943
2003,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,48811.33207496116
2019,6500,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,96.0,7.0,3500,Renault,768069.7306682062
2011,80000,Petrol,Individual,Manual,Second Owner,16.0,1198.0,90.0,11011.2,5.0,4800,Honda,3638006.43029126
2010,60000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,260.0,7.0,,Mahindra,467359.17801133596
2010,120000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,200.0,5.0,17503000,Tata,202798.14796049183
2012,70000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.8,250.0,7.0,10002000,Tata,429546.0502428622
2011,120000,Diesel,Individual,Manual,First Owner,11.5,2982.0,171.0,343.0,7.0,14003400,Toyota,1133769.2680385436
2014,142500,Diesel,Individual,Manual,First Owner,19.5,1248.0,75.0,197.0,5.0,1750,Fiat,399916.51382854965
2014,121000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,200.0,7.0,12003600,Toyota,857856.2195329198
2013,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000,Hyundai,168487.03529146
2015,188000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,16002800,Mahindra,602654.4839794957
2010,168000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,260.0,7.0,,Mahindra,401202.6131743749
2008,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197.0,80.0,11.4,5.0,4.000,Hyundai,52326.04571763857
2018,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170.0,5.0,17504000,Tata,753112.0692508833
2012,72072,Diesel,Dealer,Manual,First Owner,21.1,1248.0,73.9,113.0,5.0,4500,Maruti,396024.7263478864
2016,75000,Diesel,Individual,Automatic,Third Owner,16.0,2179.0,140.0,330.0,7.0,16002800,Mahindra,1041363.4532790411
2015,94000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,200.0,7.0,1750,Honda,585114.0989048758
2019,2600,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,17503250,Ford,1099562.467289079
2009,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90.0,5.0,3500,Maruti,106436.94500133849
2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,7.0,14003400,Toyota,960683.0094156933
2019,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,219.66,5.0,15002750,Hyundai,991185.7406140422
2002,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59.0,4.0,2500,Maruti,117789.15854731773
2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250.0,5.0,15002500,Volkswagen,322014.8911295467
2015,60000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,200.0,5.0,1750,Honda,641023.7526309236
2017,35000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190.0,5.0,2000,Maruti,581506.4137780367
2010,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190.0,5.0,2000,Maruti,322076.8977256782
2019,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,250.0,5.0,15003000,Volkswagen,3958722.79597703
2006,100000,Petrol,Individual,Manual,Third Owner,15.3,1341.0,83.0,115.0,5.0,3200,Hyundai,121385.3160234039
2011,50000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,146.0,5.0,,Honda,421332.07887790224
2016,70000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,16002800,Mahindra,1061113.1008617647
2014,120000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,200.0,7.0,14002200,Mahindra,582741.3014122151
2018,23300,Petrol,Dealer,Automatic,First Owner,18.5,1197.0,83.14,115.0,5.0,4000,Maruti,760116.3981285904
2017,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,14002200,Mahindra,575466.8166365713
2014,80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900,Renault,433517.2826379387
2019,1303,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,109.0,5.0,4500,Honda,946757.0858909988
2012,75000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150.0,5.0,1750,Chevrolet,89230.76523468236
2015,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190.0,5.0,2000,Maruti,458553.1758490882
2011,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,6.1,5.0,3000,Maruti,193045.78143083537
2019,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99.0,5.0,4500,Hyundai,716679.9780781599
2002,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500,Maruti,79133.53693903552
2010,100000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,116.0,5.0,4750,Tata,18020.368393763434
2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,111.7,5.0,4000,Hyundai,88039.77282895183
2015,22000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500,Maruti,218117.47725568723
2012,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794.0,138.1,173.0,5.0,4000,Toyota,866100.5300521421
2016,30000,Diesel,Individual,Manual,Second Owner,27.3,1498.0,98.6,200.0,5.0,1750,Honda,726939.5344507615
2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7,5.0,4000,Hyundai,200101.1860609235
2013,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190.0,5.0,2000,Maruti,348078.2301774748
2013,70000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04,5.0,4500,Hyundai,200974.20791773347
2004,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000,Maruti,-4957.45399539161
2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200.0,7.0,12003600,Toyota,769224.5643271331
2016,78000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190.0,5.0,2000,Maruti,539464.8823966504
2017,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140.0,5.0,15004000,Tata,464748.9422840243
2010,77000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,174489.46040248405
2009,70000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,135.0,5.0,2500,Tata,37071.19368188712
2018,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,91.0,5.0,4250,Renault,516610.85798497434
2009,110000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,96.0,5.0,2500,Fiat,16773.151917716605
2010,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4,7.0,14003400,Toyota,731935.5496669819
2013,87185,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,259.9,5.0,19002750,Hyundai,652874.7821239968
2016,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393.0,147.8,343.0,7.0,14002800,Toyota,1491337.1537677303
2016,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500,Maruti,442703.72406555305
2013,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190.0,5.0,2000,Maruti,333412.4571637644
2015,170000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280.0,7.0,18002800,Mahindra,596290.0002355902
2017,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500,Maruti,485599.71213387745
2015,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209.0,5.0,2000,Fiat,524883.7051896269
2003,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,59.0,4.0,2500,Maruti,-69425.53048163792
2013,200000,Diesel,Individual,Manual,Second Owner,20.07,1461.0,75.0,185.0,8.0,17502750,Ashok,375132.1460631084
2018,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200,Maruti,650568.0583067988
2011,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,11.4,5.0,,Hyundai,146655.68191321846
2010,120600,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,164123.62540138094
2013,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461.0,108.45,248.0,5.0,2250,Renault,608307.5344077414
2018,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120.0,5.0,4250,Ford,691849.084574934
2013,170000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900,Nissan,376561.0198846857
2011,10000,Petrol,Individual,Manual,Third Owner,26.0,624.0,35.0,48.0,4.0,3000,Tata,-352153.19305103226
2008,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993.0,235.0,53.0,5.0,2.0002.750,BMW,3229942.1730413795
2018,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,190.0,400.0,5.0,,Volvo,3394718.320247864
2015,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,113.75,5.0,4000,Hyundai,389333.14617278794
2013,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,259.8,5.0,19002750,Hyundai,720591.7111392983
2015,60000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190.0,5.0,17503000,Tata,334699.75003430597
2012,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190.0,5.0,2000,Maruti,330506.43416269857
2012,135000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,219.6,5.0,17502750,Hyundai,349109.40505675337
2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73,5.0,4000,Hyundai,511609.33234426816
2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364.0,87.2,205.0,5.0,18002800,Toyota,586248.925360966
2016,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240.0,7.0,16002800,Mahindra,774498.9514945259
2014,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90.0,5.0,3500,Maruti,257510.62924597156
2019,20000,Petrol,Individual,Manual,Second Owner,20.3,1086.0,68.0,99.0,5.0,4500,Hyundai,687052.2954490279
2011,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,259.9,5.0,19002750,Hyundai,341937.384118067
2011,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953.0,153.86,380.0,7.0,2500,Ford,785321.0563034959
2011,140000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,277.5,5.0,17002200,Mahindra,312899.9123851031
2013,200000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,402.0,7.0,16003000,Mahindra,540104.064999957
2018,50000,Diesel,Individual,Automatic,First Owner,11.2,1969.0,235.0,480.0,5.0,,Volvo,3830199.6971912803
2012,178000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,190.0,5.0,17503000,Tata,142071.99524898326
2010,120000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7,5.0,4000,Hyundai,135660.31186202378
2015,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,360.0,5.0,2000,Chevrolet,762278.341325783
2007,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493.0,110.0,24.0,5.0,1.9002.750,Hyundai,195859.23074714653
2009,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,113.0,5.0,4.500,Maruti,184932.9289761691
2019,3500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117.0,5.0,4000,Hyundai,841342.2862173773
2014,51000,Diesel,Individual,Automatic,First Owner,14.74,2993.0,270.9,600.0,5.0,2000,Jaguar,4248741.493915091
2015,91500,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160.0,5.0,15002750,Hyundai,415710.18976595206
2018,22000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500,Maruti,376029.9321938846
2015,22500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500,Maruti,361124.7937676587
2020,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117.0,5.0,4000,Hyundai,659865.0278669939
2013,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190.0,5.0,2000,Maruti,348078.2301774748
2005,190000,Petrol,Individual,Automatic,Second Owner,,,,,,,Hyundai,50667.11299817788
2015,63000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,5.0,17503250,Ford,599868.6597379297
2016,27500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386,Renault,217680.9266407179
2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350.0,5.0,15002750,Volvo,2780864.189704726
2017,50000,Diesel,Individual,Manual,Second Owner,15.4,1997.0,120.0,280.0,7.0,18002800,Mahindra,894486.884665048
